name,type,eircode,address,lat,lng,email,phone,contact1,contact2,contact3,link,sourceId
Irishtown Primary Care,PCARE,D04 HW30,1a Irishtown Road Irishtown Dublin,53.34116129,-6.225565369,01 2320600,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Kilnamanagh/Tymon Primary Care Centre,PCARE,D24 CF75,Airton Road Tallaght Dublin,53.29452617,-6.356372915,01 921 4801,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Leopardstown Primary Care,PCARE,D18 PV38,Leopardstown Primary Care Unit 12 Leopardstown Shopping Centre Dublin,53.27172588,-6.213054777,01 2996600,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Navan Road Primary Care,PCARE,D07 K229,"Navan Road Dublin, Dublin",53.36377725,-6.302396653,01 5132828,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Oldtown,PCARE,A45 KC66,Dublin Road Oldtown Dublin,53.51886682,-6.317969453,01 9210940,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Pearse Street Primary Care,PCARE, D02 TD23,Mark's Lane Dublin 2 Lombard Street Dublin,53.34556102,-6.249690401,01 6427700,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Portmarnock Primary Care,PCARE,D13 TY32,Kingsfort Cross Portmarnock Dublin,53.42147682,-6.139037369,01 9213601,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Rialto Primary Care Centre,PCARE,D08 E0X7,383 South Circular Road Rialto Dublin,53.33568061,-6.294318038,01 7083200,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Rush Health Centre,PCARE,K56 R274,41 Lower Main Street Dublin Dublin,53.52226177,-6.088187399,01 8437463,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Shankill Primary Care Centre,PCARE,D18 DW08,Lower Road Dublin 18 Shankill Dublin,53.230725,-6.126423815,01 9212790,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Springfield-Tallaght Primary Care Centre,PCARE,D24 DH74,The Russell Building Tallaght Cross West Navan Road Dublin,53.28807013,-6.376031492,01 4275067,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Summerhill Primary Care Centre,PCARE,D01 T6C2,46-65 Summerhill Summerhill Dublin,53.35642444,-6.251601132,01 7072300,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
The Meath Primary Care,PCARE,D08 Y1TW,Heytesbury Street Dublin 8 Dublin,53.33645215,-6.270228523,01 7085700,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Thomas Court Primary Care,PCARE,D08 WTW0,4 St Catherine's Lane West Dublin 8 Dublin,53.34295786,-6.280617992,01 4539514,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Dublin,
Blackrock Hall Primary Care Centre,PCARE,T12 YR2P,Blackrock Avenue Eden Blackrock Cork,51.89242839,-8.411401524,021 423 1166,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Carrigaline Primary Care Centre,PCARE,P43 PX99,Kilnagleary Carrigaline Cork,51.80968812,-8.373351531,021 4540201,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Carrigtwohill Primary Care Centre,PCARE,T45 FX06,Castle Square Carrigtwohill Cork,51.90993987,-8.27124987,021 4538908,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Charleville Primary Care Centre,PCARE,P56 TP20,Rathgoggan South Charleville Cork,52.34907571,-8.674644377,063 89454,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Dunmanway Primary Care Medical Centre,PCARE,P47 PK51,Sackville Street Dunmanway Cork,51.72225667,-9.108479524,023 8855500,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Kinsale Primary Care Centre,PCARE,P17 RY11,Kinsale Quarter New Road Kinsale Cork,51.70872332,-8.521610439,021 4772253,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Living Health Clinic,PCARE,P67 T263,Fermoy Road Mitchelstown Cork,52.26247536,-8.2729821,025 52470,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Macroom Primary Care Centre,PCARE,P12 E363,Fair Green Plaza Macroom Cork,51.9062616,-8.954612516,026 20650,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Mallow Primary Healthcare Centre MPHC,PCARE,P51 Y8EC,Mallow Business Park Goulds Hill Mallow Cork,52.12040681,-8.656523462,022 587 00,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Rosscarbery Primary Care Centre,PCARE,P85 R720,Barrack Lane Rosscarbey Cork,51.57751764,-9.032750681,023 48255,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Schull Primary Care Centre,PCARE,P81 NH42,Ardmanagh Road Schull Cork,51.52911837,-9.55145937,028 28311,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
St. Mary's Primary Care Centre,PCARE,T23 V09X,St. Mary's Health Campus Bakers Road Gurranebraher Cork,51.90566443,-8.499031478,021 4225600,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
West Cork LHO Offices Primary Care Centre,PCARE,P81 YV62,Coolnagurrane Skibbereen Cork,51.56386508,-9.263350445,028 40400,,,,,https://www2.hse.ie/services/primary-care-centres/?service_area=Cork,
Abbey Healthcare,PHA,,"14 Uam Var Avenue, Bishopstown, Co. Cork",51.87734,-8.53418,,,,,,,
Aghada Pharmacy,PHA,,"1 Lower Aghada, Co. Cork",51.8424,-8.21248,,,,,,,
Allcare Late Night Pharmacy Wilton,PHA,,"Phelan's Late Night Pharmacy, Cardinal Way, Wilton, Cork, T12x22n",51.88148,-8.51164,,,,,,,
Ballincollig Allcare Pharmacy,PHA,,"Ballincollig Pharmacy, Main Street, Ballincollig, Co. Cork, P31da59",51.88808,-8.59117,,,,,,,
Ballintemple Allcare Pharmacy,PHA,,"1 Maryville Mews, Ballintemple, Cork, T12c9xn",51.89589,-8.43473,,,,,,,
Ballyphehane Pharmacy,PHA,,"66 Tory Top Road, Ballyphehane, Cork, T12x28h",51.88433,-8.47623,,,,,,,
Bandon Medical Hall Limited,PHA,,"5/6 Bridge Street, Bandon, Co. Cork",51.74557,-8.73584,,,,,,,
Berehaven Pharmacy,PHA,,"Main Street, Castletownbere, Co. Cork",51.6518,-9.91004,,,,,,,
Bermingham's Pharmacy,PHA,,"8 Patrick Street, Fermoy, Co. Cork",52.13787,-8.27557,,,,,,,
Bishopstown Pharmacy,PHA,,"Looneys Cross, Bishopstown Road, Bishopstown, Cork, Co. Cork",51.87937,-8.51681,,,,,,,
Blackpool Bridge Pharmacy Ltd,PHA,,"Blackpool Bridge, Blackpool, Cork, Co. Cork",51.91172,-8.47385,,,,,,,
Blackpool Late Night Pharmacy,PHA,,"Unit 4, City Square, Watercourse Road, Blackpool, Cork Co. Cork",51.90659,-8.47458,,,,,,,
Bluetts Pharmacy,PHA,,"1 Pearse Street, Clonakilty, Co. Cork",51.62307,-8.88864,,,,,,,
Boots,PHA,,"Living Health Centre, Fermoy Road, Mitchelstown, Co. Cork",52.26198,-8.27281,,,,,,,
Boots,PHA,,"26-27 Main Street, Midleton, Co. Cork",51.91486,-8.17309,,,,,,,
Boots,PHA,,"71 -72 Patrick Street, Co. Cork",51.89857,-8.47466,,,,,,,
Boots,PHA,,"Owenabue Mall, Main Street, Carrigaline, Co. Cork",51.81392,-8.39315,,,,,,,
Boots,PHA,,"108 Thomas Davis Street, Mallow, Co. Cork, P51x6yh",52.1361,-8.64361,,,,,,,
Boots,PHA,,"Unit C, Blackpool Retail Park, Cork City, Co. Cork",51.91615,-8.47199,,,,,,,
Boots,PHA,,"37-39 Wilton Shopping Centre, Wilton, Co. Cork",51.88101,-8.50819,,,,,,,
Boots,PHA,,"Units 2-3, Fair Green Plaza, Macroom, Co. Cork",51.90557,-8.9544,,,,,,,
Boots,PHA,,"South Main Street, Bandon, Co. Cork",51.74531,-8.73812,,,,,,,
Boots,PHA,,"1 Half Moon Street, Cork, Co. Cork",51.89961,-8.47028,,,,,,,
Boots,PHA,,"Douglas Court Shopping Centre, Douglas, Co. Cork",51.87845,-8.43156,,,,,,,
Boots,PHA,,"Merchants Quay Shopping Centre, Cork City, Co. Cork",51.8995,-8.46982,,,,,,,
Bourke's Pharmacy,PHA,,"Iona Park, Mayfield, Cork",51.9117,-8.43942,,,,,,,
Brosnan's Pharmacy,PHA,,"36 Main Street, Midleton, Co. Cork",51.91462,-8.17368,,,,,,,
Buttevant Pharmacy,PHA,,"Main Street, Buttevant, Co. Cork",52.23113,-8.67032,,,,,,,
Carrignavar Pharmacy,PHA,,"Units 3 - 4, Main Street, Carrignavar, Co. Cork",51.9895,-8.47813,,,,,,,
Carrigtwohill Pharmacy Ltd,PHA,,"Unit 4, Carrigtwohill Shopping Centre, Carrigtwohill, Co. Cork",51.90932,-8.25659,,,,,,,
Castle Pharmacy,PHA,,"Main Street, Castlemartyr, Co. Cork",51.91199,-8.05503,,,,,,,
Castle Pharmacy,PHA,,"Main Street, Castlemartyr, Co. Cork",51.91178,-8.05398,,,,,,,
Chemco Pharmacy,PHA,,"New Road, Bandon, Co. Cork",51.74106,-8.74329,,,,,,,
Classes Lake Pharmacy,PHA,,"Unit 3, Classes Lake Retail Centre, Bridewood, Ovens, Co. Cork",51.8821,-8.62844,,,,,,,
Cleary's Pharmacy,PHA,,"8/9 Main Street, Skibbereen, Co. Cork, P81px32",51.54947,-9.268,,,,,,,
Clockgate Pharmacy,PHA,,"76 North Main Street, Youghal, Co. Cork",51.95347,-7.84874,,,,,,,
Cloghroe Pharmacy Limited,PHA,,"Cloghroe, Blarney, Co. Cork",51.91888,-8.61858,,,,,,,
Clonakilty Pharmacy,PHA,,"29 Pearse Street, Clonakilty, Co. Cork",51.62333,-8.89065,,,,,,,
Cloyne Pharmacy,PHA,,"The Square, Cloyne, Co. Cork",51.86323,-8.1211,,,,,,,
Coachford Pharmacy,PHA,,"Coachford, Co. Cork",51.90934,-8.78909,,,,,,,
Cobh Pharmacy,PHA,,"3 East Beach, Cobh, Co. Cork",51.85048,-8.29143,,,,,,,
Coen's Pharmacy,PHA,,"Wolfe Tone Square, Bantry, Co. Cork, P75a780",51.68021,-9.45418,,,,,,,
College Road Pharmacy,PHA,,"63 College Road, Cork, Co. Cork",51.8917,-8.49424,,,,,,,
Collins Kinsale Pharmacy,PHA,,"11-12 Exchange Building, Market Place, Kinsale, Co. Cork",51.7061,-8.52461,,,,,,,
Cotter's Pharmacy,PHA,,"48 Main Street, Carrigtwohill, Co. Cork",51.90935,-8.25962,,,,,,,
Crosshaven Pharmacy Ltd.,PHA,,"Point Road, Crosshaven, Co. Cork",51.8023,-8.29446,,,,,,,
Crowley's Pharmacy,PHA,,"Unit 3, Mahon Shopping Centre, Avenue De Rennes, Ave. De Rennes, Mahon Co. Cork",51.89318,-8.40351,,,,,,,
Crowley's Pharmacy,PHA,,"Supervalue Shopping Centre, Fax Bridge, Cork Road, Clonakilty, Co. Cork",51.62419,-8.8826,,,,,,,
D & M Harrington,PHA,,"1 Ashe Street, Clonakilty, Co. Cork",51.62309,-8.88816,,,,,,,
D & M Harrington,PHA,,"Mill Street, Timoleague, Bandon, Co. Cork",51.64276,-8.76659,,,,,,,
Dan McCarthy's Pharmacy,PHA,,"91 Patrick Street, Cork, Co. Cork",51.89852,-8.47295,,,,,,,
Deasy's Pharmacy,PHA,,"2 South Main Street, Bandon, Co. Cork",51.74537,-8.73595,,,,,,,
Deasy's Pharmacy,PHA,,"98/99 Shandon Street, Cork, Co. Cork",51.90335,-8.47825,,,,,,,
Deasy's Pharmacy,PHA,,"Ballymakeera, Co. Cork",51.93644,-9.14537,,,,,,,
Dennehy's Cross Pharmacy,PHA,,"Wilton House, Wilton Road, Cork, T12wpw6",51.8887,-8.50749,,,,,,,
Diarmuid O'Donovan (Pharmacist) Limited,PHA,,"4 Pearse Square, Ballyphehane, Co. Cork",51.8834,-8.48269,,,,,,,
DocMorris Pharmacy,PHA,,"Unit 12, Charleville Town Centre, Charleville, Co. Cork",52.35414,-8.68025,,,,,,,
DocMorris Pharmacy,PHA,,"8 Grand Parade, Cork City, Co. Cork",51.89834,-8.47529,,,,,,,
DocMorris Pharmacy,PHA,,"Hollyhill, Cork City, Co. Cork",51.90441,-8.50587,,,,,,,
DocMorris Pharmacy,PHA,,"21 Main Street, Midleton, Co. Cork",51.91508,-8.17327,,,,,,,
Doneraile Pharmacy,PHA,,"Main Street, Doneraile, Co. Cork",52.21703,-8.58506,,,,,,,
Doody's Pharmacy,PHA,,"10 Lower Cork Street, Mitchelstown, Co. Cork",52.2682,-8.26989,,,,,,,
Douglas Road Pharmacy,PHA,,"Douglas Pharmacy, Douglas Road, Cork",51.88103,-8.44358,,,,,,,
Drimoleague Pharmacy,PHA,,"Main Street, Drimoleague, Co. Cork",51.66091,-9.2601,,,,,,,
Drinagh Pharmacy,PHA,,"Market Street, Skibbereen, Co. Cork",51.54653,-9.26505,,,,,,,
Drinagh Pharmacy,PHA,,"Sackville Street, Dunmanway, Co. Cork",51.72248,-9.10967,,,,,,,
Duane's Pharmacy,PHA,,"4 Strand Street, Kanturk, Co. Cork",52.1766,-8.90515,,,,,,,
Duffy's Pharmacy,PHA,,"Duffys Pharmacy, Main Street, Castletownroche, Co. Cork",52.17288,-8.4662,,,,,,,
Elmwood Pharmacy,PHA,,"Elmwood Medical Centre, Frankfield, Douglas, Co. Cork",51.86702,-8.45842,,,,,,,
Falvey's Pharmacy,PHA,,"17 Bridge Street, Cork, Co. Cork",51.90149,-8.47039,,,,,,,
Falvey's Pharmacy Limited,PHA,,"Unit A, Douglas Village S. C., Douglas, Cork, Co. Cork",51.87745,-8.43795,,,,,,,
Fermoy Medical Hall,PHA,,"61-63 Mc Curtain Street, Fermoy, Co. Cork",52.1376,-8.27852,,,,,,,
Firgrove Pharmacy,PHA,,"The Cornfields, Curraheen Road, Bishopstown, Co. Cork",51.87974,-8.52028,,,,,,,
Fleming's Pharmacy,PHA,,"Southern Road, Cork, Co. Cork",51.89018,-8.46191,,,,,,,
G.J. Cross Pharmacy,PHA,,"The Square, Castletownbere, Co. Cork",51.6515,-9.91053,,,,,,,
Gallwey's Pharmacy,PHA,,"49 Pearse Street, Clonakilty, Co. Cork",51.62298,-8.88942,,,,,,,
Gary Johnson Pharmacist Ltd,PHA,,"Victoria Cross, Cork, Co. Cork",51.893,-8.50492,,,,,,,
Glengarriff Pharmacy,PHA,,"Glengariff Pharmacy, The Village, Glengarriff, Co. Cork",51.75042,-9.55261,,,,,,,
Glenheights Pharmacy,PHA,,"4 College Shopping Centre, Ballyvolane, Co. Cork",51.91927,-8.45925,,,,,,,
H. Gibbs & Co. Ltd,PHA,,"15 Midleton Street, Cobh, Co. Cork",51.8531,-8.29496,,,,,,,
H.S.E. Pharmacy,PHA,,"St. Stephen's Hospital, Glanmire, Co. Cork",51.95268,-8.40061,,,,,,,
Hamilton's Pharmacy,PHA,,"74 Bridge Street, Skibbereen, Co. Cork",51.54925,-9.26866,,,,,,,
Harrington's Pharmacy Ballincollig,PHA,,"Main St., Ballincollig, Co. Cork",51.88788,-8.58784,,,,,,,
Hickey's Pharmacy,PHA,,"Unit 16, Ballincollig Shopping Centre, Ballincollig, Co. Cork",51.88875,-8.59232,,,,,,,
Holland's Pharmacy,PHA,,"Templehill, Lower Ballinlough Road, Co. Cork",51.8871,-8.43331,,,,,,,
Horgan's Pharmacy,PHA,,"3/4 Park West, Mallow, Co. Cork, P51cd56",52.13643,-8.64753,,,,,,,
Horgan's Pharmacy,PHA,,"Horgan's, 33/34 Main Street, Skibbereen, Co. Cork, P81n2w8",51.54927,-9.26817,,,,,,,
Horgan's Pharmacy,PHA,,"Strand Street, Kanturk, Co. Cork, P51x309",52.1772,-8.90625,,,,,,,
Horgan's Pharmacy,PHA,,"3/4 Park West, Mallow, Co. Cork, P51cd56",52.13643,-8.64753,,,,,,,
Horgan's Pharmacy,PHA,,"Unit 2, Bandon Shopping Centre, South Main Street, Co. Cork",51.74472,-8.7395,,,,,,,
Horgan's Pharmacy,PHA,,"Strand Street, Kanturk, Co. Cork, P51x309",52.1772,-8.90625,,,,,,,
Horgan's Pharmacy,PHA,,"33/34 Main Street, Skibbereen, Co. Cork, P81n2w8",51.54927,-9.26817,,,,,,,
Horgan's Pharmacy,PHA,,"Horgan's, Mount Oval Pharmacy, The Square, Mount Oval Village, Rochestown",51.86961,-8.40868,,,,,,,
Horgan's Pharmacy,PHA,,"Unit 2, Bandon Shopping Centre, South Main Street, Co. Cork",51.74472,-8.7395,,,,,,,
Horgan's Pharmacy,PHA,,"6 Barrack Street, Cork, Co. Cork",51.89515,-8.47611,,,,,,,
Innishannon Pharmacy,PHA,,"Main Street, Innishannon, Co. Cork",51.76489,-8.65853,,,,,,,
Irwin's Pharmacies,PHA,,"Mayfield Shopping Centre, Mayfield, Cork, Co. Cork",51.91409,-8.42869,,,,,,,
Irwin's Pharmacy,PHA,,"77 Shandon Street, Cork, Co. Cork",51.90235,-8.47887,,,,,,,
James Pettit Pharmacy,PHA,,"Main Street, Charleville, Co. Cork",52.35461,-8.68264,,,,,,,
John D. Broderick Limited,PHA,,"84 Barrack Street, Cork, Co. Cork",51.8928,-8.4805,,,,,,,
Joyce's Pharmacy,PHA,,"40 Bank Place, Mallow, Co. Cork, P51d398",52.13737,-8.64584,,,,,,,
Kelleher's Pharmacy,PHA,,"Main Street, Ballincollig, Co. Cork",51.88844,-8.58834,,,,,,,
Kerins Pharmacy,PHA,,"Main Street, Macroom, Co. Cork",51.90489,-8.9588,,,,,,,
Kerr's Pharmacy,PHA,,"21 Main Street, Dunmanway, Co. Cork",51.72214,-9.11341,,,,,,,
Killeagh Pharmacy,PHA,,"Main Street, Killeagh, Co. Cork",51.94142,-7.99399,,,,,,,
Leeview Pharmacy,PHA,,"Eastside Centre, Ballincollig, Co. Cork",51.88927,-8.58244,,,,,,,
Little Island Pharmacy Ltd,PHA,,"Eastgate Village, Little Island, Co. Cork",51.90499,-8.35411,,,,,,,
Lloyd's Pharmacy,PHA,,"The Glen, Kinsale, Co. Cork",51.70701,-8.5239,,,,,,,
Lynch's Pharmacy,PHA,,"Unit 1, Broadale, Maryborough Hill, Cork",51.86458,-8.41347,,,,,,,
Mackessy's Pharmacy,PHA,,"New Street, Newmarket, Co. Cork",52.21484,-8.99931,,,,,,,
Magner's Pharmact,PHA,,"Unit 4, Corrin Court, Cork Road, Fermoy, Co. Cork",52.13575,-8.28271,,,,,,,
Mallow Community Pharmacy Limited,PHA,,"Mallow Primary Care Centre, Gouldshill, Mallow, Co. Cork",52.11931,-8.66111,,,,,,,
Mari Mina Pharmacy (Rathcormac) Limited,PHA,,"Main Street, Rathcormac, Co. Cork",52.07848,-8.28124,,,,,,,
Mari Mina Pharmacy Youghal Limited,PHA,,"MARA MINA PHARMACY, 97 NORTH MAIN STREET, YOUGHAL, CO. CORK",51.95305,-7.84766,,,,,,,
Martin Walsh Pharmacy,PHA,,"Unit 7-7a, Carrigaline Shopping Centre, Main Street, Carrigaline, Co. Cork",51.81333,-8.39261,,,,,,,
Mary Shinnick - The North Gate Pharmacy,PHA,,"12 North Main Street, Cork, Co. Cork",51.90057,-8.47904,,,,,,,
Matt Murphy's Pharmacy,PHA,,"Main Street, Macroom, Co. Cork, P12p968",51.90506,-8.95825,,,,,,,
McCarthy's Pharmacy,PHA,,"35 Main Street, Charleville, Co. Cork",52.35434,-8.68291,,,,,,,
McCarthy's Pharmacy (Schull) Ltd,PHA,,"Main Street, Schull, Co. Cork",51.52683,-9.5469,,,,,,,
McElligott's Pharmacy,PHA,,"Ashdale House, Shean Lower, Blarney, Co. Cork",51.93344,-8.56154,,,,,,,
Minihan's Chemist,PHA,,"108 Oliver Plunkett Street, Cork City, Co. Cork",51.89803,-8.47066,,,,,,,
Moloney's Pharmacy,PHA,,"Emmet Place, Kinsale, Co. Cork",51.70518,-8.52261,,,,,,,
Moynihan's Pharmacy,PHA,,"Main Street, Watergrasshill, Cork, Co. Cork",52.0116,-8.34378,,,,,,,
Mulcahy's Pharmacy,PHA,,"118 Thomas Davis Street, Mallow, Co. Cork, P51xt26",52.13655,-8.64428,,,,,,,
Mulcahy's Pharmacy,PHA,,"The Square, Millstreet, Co. Cork",52.06043,-9.06064,,,,,,,
Mullins Pharmacy,PHA,,"Main Street, Charleville, Co. Cork",52.35502,-8.68308,,,,,,,
Mullins Pharmacy,PHA,,"O'brien Street, Kanturk, Co. Cork",52.17775,-8.90544,,,,,,,
Mullins Pharmacy Ltd,PHA,,"O'Brien Street, Kanturk, Co. Cork",52.17733,-8.90444,,,,,,,
Murphy's Abbey Pharmacy,PHA,,"Brigown, Mitchelstown, Co. Cork",52.26349,-8.2689,,,,,,,
Murphy's Pharmacy,PHA,,"Murphys Pharamacy, 129 North Main Street, Youghal, Co. Cork, P36fk40",51.95509,-7.85009,,,,,,,
Murphy's Pharmacy,PHA,,"Boherbue, Co. Cork, P51frw0",52.15899,-9.07239,,,,,,,
Murphy's Pharmacy,PHA,,"Unit 1, Riverdale Shopping Centre, Mill Road, Midleton, Co. Cork",51.9176,-8.17531,,,,,,,
Murphy's Pharmacy,PHA,,"Murphys Pharamacy, 129 North Main Street, Youghal, Co. Cork, P36fk40",51.95509,-7.85009,,,,,,,
Newtown Pharmacy,PHA,,"Londis Shopping Centre, Newtown, Cobh, Co. Cork",51.85391,-8.31003,,,,,,,
Newtown Pharmacy,PHA,,"37 Glengarriff Road, Bantry, Co. Cork, P75ef21",51.683,-9.44814,,,,,,,
Norman Brookes Pharmacy,PHA,,"29 South Main Street, Bandon, Co. Cork",51.74476,-8.73852,,,,,,,
North Main Street Pharmacy,PHA,,"North Main St. S. Centre, Kyrl's Quay, Cork City, Co. Cork",51.90034,-8.47878,,,,,,,
North Main Street Pharmacy,PHA,,"North Main Street Shopping Centre, North Main Street, Cork",51.90054,-8.47983,,,,,,,
North Square Pharmacy,PHA,,"North Square, Macroom, Co. Cork",51.90538,-8.96068,,,,,,,
O'Carroll's Allcare Pharmacy,PHA,,"O'carroll's All Care Pharmacy, Orchard Court, Blackpool, Cork, T23wr84",51.91196,-8.47488,,,,,,,
O'Connell's Pharmacy,PHA,,"67 Magazine Road, Cork, Co. Cork",51.89031,-8.49287,,,,,,,
O'Connor's Pharmacy,PHA,,"O'connor, Knockaderry, Curraheen Road, Bishopstown, Cork",51.8785,-8.52895,,,,,,,
O'Connor's Pharmacy,PHA,,"O'connor's Pharmacy, Pearse Street, Kinsale, Co. Cork, P17xk02",51.70616,-8.52383,,,,,,,
O'Hanlon's Pharmacy Ltd,PHA,,"11a Gurranebraher Road, Cork, Co. Cork",51.90353,-8.48863,,,,,,,
O'Regan's Pharmacy,PHA,,"Ballea Road, Carrigaline, Co. Cork",51.81703,-8.39511,,,,,,,
O'Reilly's Pharmacy,PHA,,"17 Pearse Square, Fermoy, Co. Cork",52.13816,-8.27565,,,,,,,
O'Sullivan Allcare Pharmacy,PHA,,"O'sullivans Pharmacy, New Street, Bantry, Co. Cork, P75xr29",51.6802,-9.45302,,,,,,,
O'Sullivan Allcare Pharmacy,PHA,,"O'sullivans Pharmacy, New Street, Bantry, Co. Cork, P75xr29",51.6802,-9.45302,,,,,,,
O'Sullivan's Pharmacy,PHA,,"2 Oakfield Lawn, Ballinlough Road, Cork, Co. Cork",51.88958,-8.44482,,,,,,,
O'Sullivan's Pharmacy,PHA,,"Unit 3, Supervalu Shopping Centre, Grange, Co. Cork",51.8679,-8.45273,,,,,,,
O'Sullivan's Pharmacy,PHA,,"Unit 5-6 Wilton Shopping Centre, Cork, Co. Cork",51.88101,-8.50819,,,,,,,
O'Sullivan's Pharmacy .,PHA,,"South Douglas Road, Cork, Co. Cork",51.87928,-8.44521,,,,,,,
Old Quarter Pharmacy,PHA,,"Old Quarter, Ballincollig, Co. Cork",51.88984,-8.6001,,,,,,,
Owenacurra Pharmacy,PHA,,"79 Main Street, Midleton, Co. Cork",51.91378,-8.1726,,,,,,,
Passage West Pharmacy,PHA,,"Strand Street, Passage West, Co. Cork",51.86969,-8.33451,,,,,,,
Patrick Fitzgibbon Pharmacy Limited,PHA,,"Fitzgibbon's Pharmacy, 34 Lower Cork Street, Mitchelstown, Co. Cork, P67wv91",52.26691,-8.2712,,,,,,,
Peter Weedle Allcare Pharmacy ,PHA,,"Main Street, Ballynoe, Mallow, Co. Cork, P51rr6f",52.05991,-8.09851,,,,,,,
Pharmacy Department - St. Patrick's Hospital (Cork) Limited,PHA,,"Curraheen Road, Curraheen, Cork, Co. Cork",51.8748,-8.53905,,,,,,,
"Pharmacy Department, Bantry General Hospital",PHA,,"Bantry, Co. Cork",51.67599,-9.44967,,,,,,,
"Pharmacy Department, Bon Secours Hospital",PHA,,"College Road, Cork, Co. Cork",51.89155,-8.4973,,,,,,,
"Pharmacy Department, Cork University Hospital",PHA,,"Wilton, Cork, Co. Cork",51.88336,-8.51053,,,,,,,
"Pharmacy Department, Mallow General Hospital",PHA,,"Limerick Road, Mallow, Co. Cork",52.15133,-8.66361,,,,,,,
"Pharmacy Department, Mercy University Hospital",PHA,,"Grenville Place, Cork, Co. Cork",51.89875,-8.48245,,,,,,,
"Pharmacy Department, South Infirmary - Victoria Hospital Ltd",PHA,,"Old Blackrock Road, Cork, Co. Cork",51.89356,-8.46379,,,,,,,
Pharmacy First Plus (Glanmire),PHA,,"Hazelwood Centre, Glanmire, Co. Cork",51.93092,-8.39764,,,,,,,
Pharmacy First Plus (Grenagh),PHA,,"Grenagh Commercial Centre, Grenagh, Co. Cork",52.01195,-8.60967,,,,,,,
Pharmacy First Plus (Northside),PHA,,"Glenwood Drive, Onslow Gardens, Commons Road, Co. Cork",51.91721,-8.48316,,,,,,,
Pharmacy First Plus (Tower),PHA,,"Tower Shopping Centre, Tower, Blarney, Co. Cork",51.92533,-8.60595,,,,,,,
Pharmacy First Plus Douglas,PHA,,"Pharmacy First, Douglas Village Shopping Centre, Douglas, Cork, T12r27h",51.87765,-8.43906,,,,,,,
Phelan's Late Night Pharmacy,PHA,,"9 Patrick Street, Cork, Co. Cork",51.89968,-8.47044,,,,,,,
Phelan's Pharmacy,PHA,,"6 Crestfield Centre, Glanmire, Co. Cork",51.92969,-8.39472,,,,,,,
Phelan's Pharmacy,PHA,,"11-13 Grand Parade, Cork",51.89842,-8.47628,,,,,,,
Phelan's Pharmacy,PHA,,"Main Street, Carrigaline, Co. Cork",51.81265,-8.39278,,,,,,,
Phelans Midnight Pharmacy,PHA,,"Kinsale Road Commercial Centre, Cork, Co. Cork",51.87431,-8.47166,,,,,,,
Pophams Road Pharmacy,PHA,,"12 Pophams Road, Farranree, Co. Cork",51.91486,-8.47935,,,,,,,
R. Murphy MPSI Ltd,PHA,,"48 North Main Street, Cork, Co. Cork",51.89894,-8.47756,,,,,,,
Reen's Pharmacy,PHA,,"Main Street, Millstreet, Co. Cork",52.06036,-9.06331,,,,,,,
Riverstick Pharmacy,PHA,,"Unit 24, Riverside Grove, Riverstick, Co. Cork",51.77184,-8.49551,,,,,,,
Rosscarbery Pharmacy,PHA,,"West Square, Rosscarbery, Co. Cork",51.57733,-9.03348,,,,,,,
Sam McCauley Chemists,PHA,,"Unit 2a Douglas Court Shopping Centre, Douglas, Cork, Co. Cork",51.87845,-8.43156,,,,,,,
Sam McCauley Chemists,PHA,,"Units A1 - A2, Market Green Shopping Centre, Midleton, Co. Cork",51.9162,-8.17924,,,,,,,
Sam McCauley Chemists,PHA,,"Blackpool Shopping Centre, Blackpool, Co. Cork",51.91385,-8.47235,,,,,,,
